videoId,title,singer
a0AyNzV3yk8,周杰倫 JAY CHOU【倒影 Reflection】Official MV,周杰倫 Jay Chou
yfn8sE9obWU,周杰倫 Jay Chou【哪裡都是你 You are everywhere】Official MV,周杰倫 Jay Chou
nCfrfCzaB2A,周杰倫 Jay Chou【時光機 Time Machine】-Official Music Video,周杰倫 Jay Chou
Ur-x4pZT1Rk,周杰倫 Jay Chou【外婆 Grandma】-Official Music Video,周杰倫 Jay Chou
F_dGEjzRG_Y,周杰倫 Jay Chou【粉色海洋 Pink Ocean】Official MV,周杰倫 Jay Chou
COhiu3c7Sgc,周杰倫 Jay Chou【一點點 A Little Bit】Official MV,周杰倫 Jay Chou
odNYK272RtQ,周杰倫 Jay Chou【愛的飛行日記 Diary of Love (feat. 楊瑞代 Gary)】Official MV,周杰倫 Jay Chou
rKFtivD7Rvw,周杰倫 Jay Chou【傻笑 Smile (feat. 袁詠琳 Cindy)】Official MV,周杰倫 Jay Chou
H5VQdhYh9rc,周杰倫 Jay Chou【愛情懸崖 Cliff】-Official Music Video,周杰倫 Jay Chou
UzCzFpuiCWo,軌跡,Jay Chou - Topic
55yJh4SHUBY,周杰倫 Jay Chou【忍者 Ninja】Official MV,周杰倫 Jay Chou
JljURsMOLmc,周杰倫 Jay Chou【四面楚歌 Surrounded】-Official Music Video,周杰倫 Jay Chou
_trE3M24kQY,周杰倫 Jay Chou【三年二班 Class 3-2】-Official Music Video,周杰倫 Jay Chou
9o20U91aJdg,周杰倫 Jay Chou【牛仔很忙 Cowboy on the Run】-Official Music Video,周杰倫 Jay Chou
uf6JfJDn76o,藉口,Jay Chou - Topic
5IcwnWPr_eM,倒帶,Jay Chou - Topic
EZxhW-uSN_I,Jay Chou 周杰倫【周大俠 Master Chou】-Official Music Video(電影「功夫灌籃」主題曲),周杰倫 Jay Chou
z57bPySr1Cw,鬥琴,Jay Chou - Topic
5Q3mhzlUa60,陽光宅男,Jay Chou - Topic
lCzWCxVAkfc,周杰倫 Jay Chou【威廉古堡 William Castle】Official MV,周杰倫 Jay Chou
nHtW9w12uYc,周杰倫 Jay Chou【美人魚 Mermaid】Official MV,周杰倫 Jay Chou
Cf0j5LzSOy0,天涯過客,Jay Chou - Topic
jOxzAsnx9-0,周杰倫 Jay Chou【雨下一整晚 Rain All Night】Official MV,周杰倫 Jay Chou
nhyT8HDT4lg,"周杰倫 Jay Chou【爸 我回來了 Dad, I'm home】Official MV",周杰倫 Jay Chou
FbqBv7Tz1QY,周杰倫 Jay Chou【公公偏頭痛 Eunuch with a Headache】Official MV,周杰倫 Jay Chou
aQBGiwqcJ_4,開不了口,Jay Chou - Topic
DuErkkiCaZU,周杰倫 Jay Chou【黃金甲 Golden Armor】-Official Music Video,周杰倫 Jay Chou
uAUBexRRFr0,周杰倫 Jay Chou【好久不見 Long Time No See】Official MV,周杰倫 Jay Chou
3I27c6t-0No,周杰倫 Jay Chou【半獸人 Half-beast Human】Official MV,周杰倫 Jay Chou
H7pOrQEnc3c,周杰倫 Jay Chou【蝸牛 Snail】Official MV,周杰倫 Jay Chou
7xO07cAONWY,瓦解,Jay Chou - Topic
GXn2KV2zxNY,最長的電影,Jay Chou - Topic
KmaqqnLGUG0,周杰倫 Jay Chou【米蘭小鐵匠 Little Blacksmith in Milan】Official MV,周杰倫 Jay Chou
_byK6M95hTc,周杰倫 Jay Chou【龍拳 Dragon Fist】Official MV,周杰倫 Jay Chou
N2DkKFxijv0,周杰倫 Jay Chou【對不起 Sorry】Official MV,周杰倫 Jay Chou
g6aqn84d6Io,妳聽得到,Jay Chou - Topic
RcdscWaat_w,周杰倫 Jay Chou【怎麼了 What's Wrong (feat. 袁詠琳 Cindy)】Official MV,周杰倫 Jay Chou
diNHlAmIHQ0,園遊會,Jay Chou - Topic
Wrbjahfg8RM,周杰倫 Jay Chou【你好嗎 How Are You】Official MV,周杰倫 Jay Chou
X_XqvQJi_6E,周杰倫 Jay Chou【你比從前快樂 You Are Happier Than Before】Official MV,周杰倫 Jay Chou
mL3Ecc-PNRk,周杰倫 Jay Chou【魔天倫世界巡迴演唱會Opus Jay World Concert 】明明就+Mine Mine+龍捲風,周杰倫 Jay Chou
LL50Fu4UvG0,周杰倫 Jay Chou【紅模仿 Moulin Rouge】-Official Music Video,周杰倫 Jay Chou
NH43WjeoVgs,周杰倫 Jay Chou【 說走就走 Let's Go】Official MV,周杰倫 Jay Chou
K0Myfz5phlY,周杰倫 Jay Chou【迷迭香 Rosemary】-Official Music Video,周杰倫 Jay Chou
PaJdceSx4JA,周杰倫 Jay Chou【將軍 General】-Official Music Video,周杰倫 Jay Chou
hnmWCmR6o7A,周杰倫 Jay Chou【印地安老斑鳩 Ancient Indian Turtledove】-Official Music Video,周杰倫 Jay Chou
Pn2GjcULaQs,白色風車,Jay Chou - Topic
gxZHH8x2zPg,周杰倫 Jay Chou【完美主義 Perfectionism】-Official Music Video,周杰倫 Jay Chou
OGx8cGJzhkg,一路向北,Jay Chou - Topic
2Tg3uzSAkXk,周杰倫 Jay Chou【亂舞春秋 Chaotic Dance】-Official Music Video,周杰倫 Jay Chou
_8OdiGdWJec,周杰倫 JAY CHOU【稻香Remix搖滾版 Rice Field Rock Remix】Official MV,周杰倫 Jay Chou
MpP9dw_j2PI,周杰倫 Jay Chou【娘子 Wife】-Official Music Video,周杰倫 Jay Chou
s9wvjSkR_Ms,周杰倫Jay Chou【伊斯坦堡 Istanbul】-Official Music Video,周杰倫 Jay Chou
Hq47d-ouX_Y,周杰倫 Jay Chou【麥芽糖 Malt Candy】-Official Music Video,周杰倫 Jay Chou
RJerfq6MqY0,周杰倫 Jay Chou【我的地盤 My Territory】-Official Music Video,周杰倫 Jay Chou
IteE-HMVJ1M,周杰倫 Jay Chou【世界未末日 Not the End of the World】Official MV,周杰倫 Jay Chou
qV6wg7X21pY,暗號,Jay Chou - Topic
f5hakuX3lCA,周杰倫 Jay Chou【扯 Pull Apart】-Official Music Video,周杰倫 Jay Chou
f8rBXcRHmWo,說好的幸福呢+淘汰+青花瓷,Jay Chou - Topic
u9J99gB5psc,周杰倫 Jay Chou【梯田 Terrace Field】-Official Music Video,周杰倫 Jay Chou
K5qKpFLWaoA,周杰倫 Jay Chou【火車叨位去 The Train's Destination】Official MV,周杰倫 Jay Chou
ChXiROKng30,Jay Chou 周杰倫【手語 Sign Language】-Official Music Video,周杰倫 Jay Chou
