videoId,title,singer
2k-oegxDgYY,明日之明日 (電影《明日戰記》主題曲),ANSONBEAN - Topic
btlrEY7R_jM,Call My Name!,COLLAR - Topic
_Q5e-xyNw1U,Gotta Go!,COLLAR - Topic
3PAqoM4vGzM,Song For You,C AllStar - Topic
rwfLgqXyM24,In Memory Of You,C AllStar - Topic
m298XvqMcQo,Precious,C AllStar - Topic
jtz5kIRihNA,社交障礙賽,YUTA - Topic
afnIAReMhSc,Just Lean On Me,P1X3L - Topic
sa9vPkFcyO8,Braceless,P1X3L - Topic
6sUP1m8r29A,深夜告別練習,Zpecial - Topic
Bj3OZmjPrs0,Final Boarding Call,Janice Vidal - Topic
EhGC5mB0xEw,心淡,Joey Yung - Topic
SPm7V2TvKkE,16號愛人,Joey Yung - Topic
J6gcFdW7Llc,怯,Joey Yung - Topic
MC70qZJBqIc,習慣失戀,Joey Yung - Topic
Jj8klmrLroM,痛愛,Joey Yung - Topic
GzyddSEfUkc,一拍兩散,Joey Yung - Topic
GQWQb3Z7Ykg,花千樹,Joey Yung - Topic
h5cYxs_wGac,搜神記,Joey Yung - Topic
cEt5x_yZIqE,刻不容緩,Hacken Lee - Topic
csVQAuOMMi0,爭氣,Joey Yung - Topic
Du1RrRIsr6Y,愛一個上一課,Joey Yung - Topic
I-rwLJxlUYo,破相,Joey Yung - Topic
FxoUFCNvgFg,牆紙,Joey Yung - Topic
Qzj7ar91-Eo,華麗邂逅,Joey Yung - Topic
fTu70rvAupM,歲月如歌,Eason Chan - Topic
7qeShSmmsNg,富士山下,Eason Chan - Topic
bg_SRDuYGMA,明年今日,Eason Chan - Topic
TU7GiHect0k,單車,Eason Chan - Topic
0xFFGzZq75w,浮誇,Eason Chan - Topic
vJ1SMy6a9vo,K歌之王,Eason Chan - Topic
NCsVnmmNA3E,葡萄成熟時,Eason Chan - Topic
54sAVIN8lZE,無條件,Eason Chan - Topic
Y3AECxbz6eU,Jin Ri,Eason Chan - Topic
C4-TNnZdGQU,Shall We Talk,Eason Chan - Topic
1nthDPqTfZU,沙龍,Eason Chan - Topic
PSbj97mA4b4,四季,Eason Chan - Topic
Q7tnLVn93FA,Wo De Kuai Le Shi Dai,Eason Chan - Topic
uz3apfp4DPc,阿牛,Eason Chan - Topic
7fdeSPfHJog,Embrace Yourself,Panther Chan - Topic
cNqMXYCvMaA,In Good Hands,Panther Chan - Topic
fcvzAC2K_H8,陳蕾 Panther Chan 《當我迷失時聽著的歌》Official Music Video,陳蕾Panther Chan
_tLsLUYBws8,Die Hard,Justin Lo - Topic
60UVWy3znw0,Good Guy (Original Version),Justin Lo - Topic
xO6uVSCPq9w,Custom of Love,Justin Lo - Topic
SALdR_u4eKw,女皇 - 電視劇﹕武則天 主題曲,Joey Yung - Topic
lgFlMa9OuJM,女神,Joyce Cheng  - Topic
7EuLBg0z-G4,Got U,Ian 陳卓賢 - Topic
jf4GDy6xvBY,正式開始,Ian 陳卓賢 - Topic
uT5DeKtzke4,佛系人生,Alfred Hui - Topic
whVgChFNYkg,Mountains and Valleys,Phil Lam - Topic
1XfSX13lEws,安徒生的錯,Phil Lam - Topic
-XOe2gnE8X0,一雙手,Phil Lam - Topic
U7_jwSI62nc,有人共鳴,Phil Lam - Topic
U76FxVEOpOU,忘川,陳僖儀 - Topic
UepC23UUnW8,Mu Wen,HoCc - Topic
jBsRw7gK570,Lao Si .Lai Si,HoCc - Topic
w8K2CGTbYag,Hua Die,HoCc - Topic
YrHXWt9iT5U,I Got Today,Justin Lo - Topic
2E4z2Pn57tk,勿念,thisisyoyotube - Topic
ZpvAL5FJx-o,約定,Faye Wong - Topic
tFQHnnvLYjs,王菲 - 郵差 (歌詞),ALittleBitLEGO
FAdSIPLeVuc,Galactic Repairman,Dear Jane - Topic
